"number","title","pageid","namespace","length","touched"
"89","Mohammad_Najibullah","20290","","55324","20170313031836"
"90","Mychal_Judge","20360","","28310","20170313031836"
"91","Macbeth,_King_of_Scotland","20604","","26263","20170313032504"
"92","Madeline_Amy_Sweeney","20619","","5541","20170312224347"
"93","Macrinus","20633","","31207","20170313032504"
"94","Moctezuma_II","20747","","36048","20170313032515"
"95","Malcolm_X","20796","","114865","20170313032515"
"96","Malcolm_III_of_Scotland","20892","","34557","20170313032515"
"97","Nuremberg_trials","21875","","100175","20170313033243"
"98","Osama_bin_Laden","22468","","132842","20170313033248"
"99","Osman_II","22494","","9900","20170313033248"
"100","Orlando_Letelier","22611","","17301","20170313033607"
"101","Pompey","23867","","146400","20170313034246"
"102","Pope_Benedict_VI","24012","","5398","20170313034246"
"103","Reinhard_Heydrich","25914","","74002","20170313040005"
"104","Robert_Johnson","26010","","67723","20170313040005"
"105","Rajiv_Gandhi","26129","","67422","20170313040010"
"106","Rehavam_Ze'evi","26159","","20509","20170313040010"
"107","Rhombicuboctahedron","26213","","17752","20170313040010"
"108","Richard_III_of_England","26284","","141430","20170313040010"
"109","Ralph_Abercromby","26296","","19613","20170313040010"
"110","Richard_I_of_England","26368","","92174","20170313040752"
"111","Sennacherib","28334","","31490","20170313041835"
"112","Shaka","28596","","51656","20170313042218"
"113","Oswald_of_Northumbria","28672","","27883","20170313042218"
"114","Saki","28810","","29371","20170313042218"
"115","Tonyukuk","30266","","3711","20170313043016"
"116","Tulsa_race_riot","30785","","67985","20170313043021"
"117","Tom_Burnett","30895","","18859","20170313043555"
"118","Truncated_icosahedron","31282","","13275","20170313043602"
"119","Tizoc","31316","","3635","20170313043618"
"120","Tupac_Shakur","31341","","120474","20170313043618"
"121","Stonewall_Jackson","31485","","86815","20170313043618"
"122","Valens","32519","","25941","20170313044718"
"123","Vitellius","32569","","14075","20170313044718"
"124","Violette_Szabo","32697","","43138","20170313044723"
"125","Videos_and_audio_recordings_of_Osama_bin_Laden","32755","","32012","20170313044723"
"126","William_McKinley","33521","","119038","20170313045153"
"127","Wilson_Flagg","33592","","6683","20170313003148"
"128","William_Marsh_Rice","33599","","13768","20170313045153"
"129","Wilhelm_Gustloff","33671","","5888","20170313045153"
"130","Wenceslaus_I,_Duke_of_Bohemia","33875","","20406","20170313045153"
"131","Moustapha_Akkad","36907","","9563","20170313045905"
"132","Roland_Freisler","37162","","25503","20170313045907"
"133","Thomas_Becket","37190","","39589","20170313045907"
"134","Ion_Antonescu","37261","","232785","20170313045907"
"135","Roland_Georges_Garros","37399","","11104","20170313045914"
"136","Pope_Leo_V","37665","","3657","20170313045915"
"137","John_of_Bohemia","38197","","24160","20170313045920"
"138","Hypatia","38375","","54522","20170313050143"
"139","Albert_I_of_Germany","38446","","13577","20170313050143"
"140","Richard_Somers","39088","","5142","20170208141059"
"141","Pope_Benedict_XVI","39660","","185186","20170313050245"
"142","Dub,_King_of_Scotland","39816","","5081","20170313050247"
"143","Harold_Godwinson","40148","","35012","20170313050248"
"144","Carter_Harrison_Sr.","40291","","7563","20170313050248"
"145","Anton_Cermak","40303","","18205","20170313050248"
"146","James_A._Garfield","40400","","101742","20170313050350"
"147","Sviatoslav_I_of_Kiev","40606","","38998","20170313050353"
"148","Helmut_Schmidt","41901","","88754","20170313123618"
"149","Marien_Ngouabi","42311","","5886","20170313050742"
"150","Władysław_III_of_Poland","42584","","14810","20170313050744"
"151","Aurelian","43413","","35149","20170313051107"
"152","Edith_Stein","43501","","29170","20170313051107"
"153","Yitzhak_Rabin","43983","","50424","20170313051848"
"154","Commodus","44324","","38528","20170313051850"
"155","Andrzej_Wajda","44392","","28345","20170313051850"
"156","Phoolan_Devi","44541","","28515","20170313021055"
"157","Sharon_Tate","44735","","54218","20170313051954"
"158","Giovanni_Falcone","44796","","27454","20170313051955"
"159","Edward_II_of_England","44848","","143420","20170313051955"
"160","Dayananda_Saraswati","45654","","35549","20170313052403"
"161","Pim_Fortuyn","45812","","37705","20170313052403"
"162","Louis_II_of_Hungary","46209","","10684","20170313052408"
"163","Peter_III_of_Russia","46247","","23975","20170313103244"
"164","Xerxes_I","46289","","26421","20170313052824"
"165","Xerxes_II_of_Persia","46290","","3721","20170313052824"
"166","Wilfred_Owen","46525","","33309","20170313052824"
"167","Richard_II_of_England","46531","","62267","20170313052827"
"168","Catiline","46607","","20880","20170313052827"
"169","Edward_Thomas_(poet)","46758","","24994","20170313052827"
"170","Henry_VI_of_England","46858","","37532","20170313052827"
"171","Marcus_Licinius_Crassus","46996","","36991","20170313052829"
"172","Lucius_Cornelius_Cinna","47030","","22910","20170313052829"
"173","Darius_III","47122","","17778","20170313052829"
"174","Edward_the_Martyr","47382","","34122","20170313053210"
"175","Llywelyn_ap_Gruffudd","47627","","31552","20170313053214"
"176","Hedd_Wyn","48234","","20968","20170313053921"
"177","Simon_de_Montfort,_6th_Earl_of_Leicester","48925","","30830","20170313053923"
"178","Magnus_Maximus","49040","","23523","20170313053923"
"179","Patrice_Lumumba","49240","","71114","20170313054339"
"180","Laurent-Désiré_Kabila","49367","","14300","20170313054339"
"181","Anwar_Sadat","49522","","48473","20170313054348"
"182","Itō_Hirobumi","49639","","33765","20170313054348"
"183","Richard_Neville,_16th_Earl_of_Warwick","49676","","59308","20170313054348"
"184","Alexandra_Feodorovna_(Alix_of_Hesse)","49861","","82057","20170313093956"
"185","Caracalla","49907","","62244","20170313054350"
"186","James_IV_of_Scotland","50556","","31585","20170313054825"
"187","Gaius_Julius_Vindex","51007","","3333","20170131152551"
"188","Julius_Nepos","51189","","14077","20170313054943"
"189","Mohammed_Daoud_Khan","51456","","20630","20170313054943"
"190","Valerian_(emperor)","51831","","14116","20170313054949"
"191","Aldo_Moro","52544","","34738","20170313055328"
"192","Chandra_Levy","53012","","71421","20170313024742"
"193","Muammar_Gaddafi","53029","","161320","20170313055456"
"194","Edith_Cavell","53514","","50482","20170313055459"
"195","Archimedes'_screw","53686","","11039","20170313055459"
"196","Ngo_Dinh_Diem","54017","","78536","20170313055921"
"197","Olof_Palme","54132","","41213","20170313123742"
"198","Philip_II_of_Macedon","54204","","26416","20170313055921"
"199","Lysander","54626","","14109","20170313060054"
"200","Puyi","55072","","59832","20170313060100"
"201","Francisco_Pizarro","55271","","44521","20170313060100"
"202","David_Stirling","56111","","16990","20170313060605"
"203","Wells,_Somerset","56259","","60084","20170313060605"
"204","Roberto_Calvi","57141","","27383","20170313060733"
"205","Arkan","57719","","41489","20170313060847"
"206","Wilhelm_Canaris","57873","","50229","20170313060849"
"207","Henry_IV_of_France","57876","","52225","20170313060849"
"208","Desmond_Llewelyn","57921","","16366","20170313060849"
"209","Vladimir_Atlasov","58084","","4585","20170313060853"
"210","Sergey_Kirov","58349","","31512","20170313060905"
"211","James_I_of_Scotland","58732","","78966","20170313060909"
"212","Columbine_High_School_massacre","59627","","116748","20170313060947"
"213","Dunblane_school_massacre","59629","","32898","20170313122748"
"214","Sadao_Munemori","60044","","12280","20170313030549"
"215","Gary_Gordon","60151","","20271","20170313030549"
"216","Randy_Shughart","60153","","16971","20170313030549"
"217","Alcibiades","61322","","94814","20170313061208"
"218","Jean-Paul_Marat","62182","","36955","20170313061223"
"219","Lidice_massacre","62636","","22517","20170313061223"
"220","Oradour-sur-Glane_massacre","62638","","22126","20170313061223"
"221","Napoléon,_Prince_Imperial","62678","","23451","20170313061223"
"222","Maarten_Tromp","62717","","10473","20170313061223"
"223","Burma_Railway","62933","","53430","20170313061358"
"224","Claus_von_Stauffenberg","62935","","50433","20170313061358"
"225","Max_Jacob","63076","","7368","20170313061358"
"226","Piet_Pieterszoon_Hein","63090","","9620","20170313094149"
"227","Joyce_Kilmer","63173","","33796","20170313061359"
"228","Constantine_XI_Palaiologos","64676","","24722","20170313061744"
"229","Peter_II_of_Aragon","64682","","11382","20170313061744"
"230","Bombing_of_Dresden","64692","","100431","20170313061744"
"231","William_Hope_Hodgson","65017","","40509","20170313061815"
"232","Anastasio_Somoza_Debayle","65422","","20881","20170313061818"
"233","Óscar_Romero","65689","","76183","20170313061827"
"234","Other_Losses","65975","","70036","20170218033849"
"235","Harald_Greycloak","66053","","4975","20170313062128"
"236","Harald_Hardrada","66054","","68272","20170313062128"
"237","Harald_Gille","66067","","6339","20170313062128"
"238","Eric_Bloodaxe","66145","","82756","20170313062128"
"239","Haakon_the_Good","66148","","10253","20170313062128"
"240","Olaf_Tryggvason","66278","","21903","20170313062132"
"241","Alfonso_V_of_León","66796","","8198","20170313062137"
"242","Túpac_Amaru","67027","","13529","20170313062408"
"243","Henry_II_the_Pious","67212","","14605","20170313062408"
"244","Ferdinand_Porsche","67720","","31865","20170313062411"
"245","Grand_Duchess_Tatiana_Nikolaevna_of_Russia","68064","","54694","20170313093814"
"246","Lluís_Companys","68297","","18696","20170313062419"
"247","Urijah","68906","","640","20170313062429"
"248","Boniface,_Count_of_Savoy","69019","","3289","20170313062705"
"249","Mordechai_Anielewicz","69244","","8951","20170313062709"
"250","Tiberius_Gracchus","69418","","24994","20170313062709"
"251","Pekah","69633","","18660","20170313062711"
"252","Naboth","69707","","3658","20170313062711"
"253","Herbert_Kitchener,_1st_Earl_Kitchener","69718","","94148","20170313091058"
"254","Selena","69795","","125725","20170313062711"
"255","Henry_Stuart,_Lord_Darnley","70208","","31082","20170313062839"
"256","Stanisława_Walasiewicz","70521","","17364","20170313062839"
"257","Maximilian_Kolbe","70560","","31302","20170313062845"
"258","David_Rizzio","70614","","11721","20170313062845"
"259","Billy_Wright_(loyalist)","70854","","74019","20170313062952"
"260","Henry_Percy_(Hotspur)","72274","","18898","20170313063004"
"261","Ghezo","72451","","17736","20170313063223"
"262","Babi_Yar","72502","","36007","20170313063223"
"263","Totila","73525","","15083","20170313063407"
"264","Justinian_II","73874","","21391","20170313063414"
"265","Leo_V_the_Armenian","73949","","11375","20170313063414"
"266","Nikephoros_I","73985","","5752","20170313063414"
"267","Nikephoros_II_Phokas","74005","","20279","20170313063414"
"268","Numerian","74274","","10702","20170313063429"
"269","William_the_Silent","74344","","62287","20170313063429"
"270","Michael_III","74374","","15575","20170313063429"
"271","Marcus_Aurelius_Probus","74635","","9333","20170313063522"
"272","Licinius","74639","","15932","20170313063522"
"273","Valentinian_III","74647","","29092","20170313063522"
"274","Gratian","74655","","14429","20170313063522"
"275","Pedro_de_Alvarado","74834","","61769","20170313063524"
"276","Britannicus","75073","","14970","20170313063543"
"277","Decius","75147","","15063","20170313063543"
"278","Majorian","75155","","47616","20170313063543"
"279","Karl-Otto_Koch","75373","","9582","20170313063543"
"280","Grand_Duchess_Anastasia_Nikolaevna_of_Russia","75392","","52854","20170313093814"
"281","Petra_Kelly","75643","","11623","20170313063708"
"282","Folke_Bernadotte","75752","","44352","20170313063708"
"283","Flavius_Aetius","75831","","41312","20170313063708"
"284","Henry_III_of_France","75985","","37639","20170313063711"
"285","Maxentius","76958","","25054","20170313063914"
"286","Berthold_Schenk_Graf_von_Stauffenberg","77373","","8182","20170313063917"
"287","Publius_Cornelius_Dolabella","77611","","4348","20170313063917"
"288","Ali_Hassan_Salameh","77768","","11100","20170313063917"
"289","Carinus","77871","","6735","20170313063952"
"290","Brian_Boru","77931","","38673","20170313063952"
"291","Richard_of_York,_3rd_Duke_of_York","78356","","43091","20170313063955"
"292","Godigisel","79292","","1280","20170208020814"
"293","Stephen,_Count_of_Blois","80052","","5394","20170313041801"
"294","Ngô_Đình_Nhu","80092","","50916","20170313064024"
"295","Sidney_James_(footballer)","80186","","1284","20170313041801"
"296","Stilicho","80475","","20815","20170313064228"
"297","Uthman","80749","","54686","20170313064231"
"298","Umar","80756","","81927","20170313064231"
"299","Ahmed_Yassin","80830","","34258","20170313064231"
"300","Heinrich_Böll","82384","","25012","20170313064454"
"301","Lucius_Afranius_(consul)","82474","","11980","20170312053836"
"302","Epaminondas","82489","","70438","20170313064454"
"303","Pelopidas","82498","","5340","20170313064454"
"304","Ernst_Röhm","83502","","27479","20170313064645"
"305","Kristallnacht","83530","","55876","20170313064645"
"306","Leslie_Howard_(actor)","83538","","66287","20170313064645"
"307","Antiochus_V_Eupator","84167","","5101","20170313064649"
"308","Manfred_von_Richthofen","84183","","57648","20170313064649"
"309","Dietrich_Bonhoeffer","84199","","69628","20170313064649"
"310","Antiochus_II_Theos","84541","","7449","20170313064651"
"311","Seleucus_I_Nicator","84554","","54861","20170313064651"
"312","Perdiccas","84560","","10109","20170313064651"
"313","King_Elah","85137","","4031","20170313064719"
"314","Casimir_Pulaski","85768","","57039","20170313064728"
"315","Emiliano_Zapata","86692","","54635","20170313065321"
"316","Héctor_Camacho","86735","","39043","20170313043507"
"317","Víctor_Jara","88401","","50944","20170313065648"
"318","Robert_Guéï","89779","","4696","20170313070102"
"319","Ptolemy_VI_Philometor","92225","","7351","20170313071515"
"320","Seleucus_III_Ceraunus","92228","","1644","20170313071515"
"321","Tostig_Godwinson","92892","","12635","20170313045750"
"322","Hamilcar_Barca","93809","","49728","20170313072145"
"323","Leonidas_I","94111","","20357","20170313072146"
"324","Matthew_Shepard","96484","","45697","20170313073752"
"325","Harris_County,_Georgia","96763","","17575","20170313074035"
"326","Gerald_Bull","97498","","43068","20170313074212"
"327","Michael_Collins_(Irish_leader)","97509","","97506","20170313074212"
"328","Willem_Drees","98056","","25184","20170313074234"
"329","Isaac_Brock","99063","","57527","20170313074237"
"330","Seamus_Costello","99355","","10009","20170313074744"
"331","Norbert_Zongo","99735","","22249","20170313074745"
"332","Federico_García_Lorca","100031","","66463","20170313074748"
"333","Airey_Neave","100172","","23845","20170313074748"
"334","Marcus_Claudius_Marcellus","100679","","22716","20170313075015"
"335","Centreville,_Alabama","100806","","13142","20170313075015"
"336","Phil_Hartman","100840","","59953","20170313075015"
"337","Saitō_Dōsan","100954","","5302","20170313075017"
"338","Andrew_Goodman","101971","","13925","20170313075537"
"339","Huey_Long","102446","","104427","20170313075544"
"340","Robert_Bresson","102574","","21234","20170313075550"
"341","George_Armstrong_Custer","102739","","84593","20170313075550"
"342","Brandon_Teena","102868","","25525","20170313075550"
"343","2002_Bali_bombings","103098","","54246","20170313075758"
"344","Jedwabne_pogrom","103164","","68080","20170313075758"
"345","Justo_José_de_Urquiza","104525","","6192","20170313080335"
"346","Charles_XII_of_Sweden","104944","","48495","20170313080713"
"347","Eric_XIV_of_Sweden","104955","","10743","20170313080713"
"348","Julian_Grenfell","105828","","5599","20170313081954"
"349","Charles_Sorley","105829","","8382","20170313081954"
"350","Chilperic_I","105992","","7102","20170313081957"
"351","Jasenovac_concentration_camp","106190","","106190","20170313082701"
"352","Childeric_II","106342","","4556","20170313082701"
"353","Ramiro_I_of_Aragon","106492","","9887","20170313082701"
"354","Lillehammer_affair","113195","","7146","20170313103235"
"355","Morganfield,_Kentucky","115439","","10381","20170313110422"
"356","Hammond,_Louisiana","115786","","24521","20170313111303"
"357","John_Howard,_1st_Duke_of_Norfolk","118353","","20551","20170313120853"
"358","Duck_Hill,_Mississippi","122374","","17872","20170313082323"
"359","Piers_Gaveston,_1st_Earl_of_Cornwall","125137","","45010","20170313092413"
"360","Fort_George_G._Meade","129313","","20228","20170313103112"
"361","Oswald_Teichmüller","131131","","6126","20170313111849"
"362","Isaac_Rosenberg","132747","","15279","20170313115805"
"363","Hormizd_II","140490","","4990","20170307075312"
"364","Hormizd_IV","140493","","11188","20170307075312"
"365","Naphtali_Daggett","140549","","3818","20170311033503"
"366","Alfred_Delp","140670","","17345","20170309181813"
"367","Yazdegerd_I","140676","","16497","20170307075312"
"368","Yazdegerd_III","140677","","19206","20170312131722"
"369","Bahram_IV","140696","","4839","20170307075312"
"370","Shapur_III","140703","","6577","20170307075312"
"371","Ardashir_III","140705","","5733","20170307075312"
"372","Gordian_III","140714","","9029","20170307075312"
"373","Gordian_II","140718","","9068","20170307075312"
"374","Michiel_de_Ruyter","140794","","24395","20170311084633"
"375","Thomas_D'Arcy_McGee","141361","","22348","20170306152701"
"376","Anthemius","141840","","22634","20170307075312"
"377","The_Notorious_B.I.G.","142510","","67439","20170312160058"
"378","Pyotr_Bagration","142996","","60753","20170307220557"
"379","Cajemé","143496","","35270","20170218200328"
"380","Philip_the_Arab","144163","","19632","20170307075312"
"381","Qaed_Salim_Sinan_al-Harethi","144368","","4158","20170227235648"
"382","Ramesses_III","144531","","24279","20170312055304"
"383","Domingo_Ugartechea","144713","","6177","20170107001014"
"384","Anthony_Berry","144806","","8867","20170306153250"
"385","Song_Jiaoren","144953","","9653","20170306153350"
"386","Aspar","145027","","7419","20170306153350"
"387","Ecgfrith_of_Northumbria","145309","","6486","20170307075312"
"388","Penda_of_Mercia","145326","","49029","20170312055304"
"389","Pancho_Villa","145332","","82166","20170312055304"
"390","Pupienus_and_Balbinus","145353","","4932","20170312055304"
"391","Bowling_for_Columbine","145663","","32807","20170313062614"
"392","Edwin_of_Northumbria","145830","","26273","20170311204751"
"393","Æthelfrith","145833","","16962","20170307075312"
"394","Bob_Crane","146071","","33086","20170313090233"
"395","Hugo_Spadafora","146183","","4156","20170208174639"
"396","Merlin_Santana","146190","","7461","20170307190419"
"397","Trebonianus_Gallus","146213","","8665","20170307075312"
"398","Aemilianus","146215","","11544","20170307075312"
"399","Olivier_Messiaen","146595","","70595","20170311084633"
"400","Christopher_Ewart-Biggs","146697","","4895","20170306153451"
"401","George_Villiers,_1st_Duke_of_Buckingham","146842","","45946","20170312055959"
"402","Bardiya","147272","","11725","20170307075312"
"403","Paul_Castellano","147418","","30746","20170309030549"
"404","Herennius_Etruscus","147749","","4693","20170307075312"
"405","Moors_murders","147760","","99946","20170221175608"
"406","Duncan_II_of_Scotland","147980","","23750","20170307205008"
"407","Duncan_I_of_Scotland","147982","","7808","20170308190412"
"408","Marvin_Gaye","147995","","92788","20170310145958"
"409","James_III_of_Scotland","148025","","20607","20170310080115"
"410","Kenneth_III_of_Scotland","148039","","13290","20170307075312"
"411","Constantine_III_of_Scotland","148040","","31028","20170307075312"
"412","Cuilén","148043","","70167","20170307075312"
"413","Indulf","148047","","5791","20170307075312"
"414","Yury_of_Moscow","148176","","4326","20170311160230"
"415","Feodor_II_of_Russia","148195","","4687","20170308224412"
"416","Ivan_VI_of_Russia","148205","","12056","20170308224412"
"417","Paul_I_of_Russia","148206","","51204","20170308224412"
"418","Donald_Pleasence","148628","","30341","20170311084635"
"419","John_P._O'Neill","148652","","19723","20170306154105"
"420","Pertinax","148682","","16589","20170307111126"
"421","Didius_Julianus","148683","","13151","20170310214456"
"422","Jaco_Pastorius","148786","","40169","20170312132132"
"423","Florianus","148789","","5487","20170307075312"
"424","Bugsy_Siegel","149221","","51761","20170313012425"
"425","Colditz_Castle","150272","","17768","20170311084635"
"426","Olaf_II_of_Norway","150695","","38479","20170311065812"
"427","Philip_of_Swabia","151020","","20531","20170307075312"
"428","William_II_of_Holland","151033","","7912","20170313123135"
"429","Adolf_of_Germany","151043","","30236","20170311084635"
"430","Charles_the_Bold","151328","","31553","20170307075312"
"431","Peter_of_Castile","151358","","20882","20170312131722"
"432","Tscherim_Soobzokov","151386","","5737","20170306154817"
"433","Ataulf","152533","","9034","20170306155159"
"434","Buenaventura_Durruti","152737","","13652","20170309205230"
"435","Sitting_Bull","152833","","49842","20170309012751"
"436","Malmedy_massacre","152876","","28735","20170312060211"
"437","Salvatore_Maranzano","152877","","11105","20170308202141"
"438","Empress_Elisabeth_of_Austria","153029","","76248","20170312162711"
"439","Geraint_of_Dumnonia","153668","","4214","20170301003850"
"440","Crispus_Attucks","154016","","20852","20170312060224"
"441","Marie_François_Sadi_Carnot","154770","","7903","20170311182019"
"442","Paul_Doumer","154780","","7601","20170312195633"
"443","Pierre_Laporte","155976","","10468","20170306160213"
"444","F._F._E._Yeo-Thomas","156425","","17993","20170310214714"
"445","Philip_Sidney","156674","","22461","20170306160721"
"446","Murder_of_Samantha_Runnion","156751","","7523","20170219133648"
"447","Joel_Barlow","156935","","11434","20170306160721"
"448","Raymond_of_Poitiers","157660","","7760","20170306161153"
"449","Bohemond_II_of_Antioch","157680","","15900","20170307075321"
"450","Bruiser_Brody","158716","","19879","20170311172613"
"451","Bleda","159163","","9861","20170312005636"
"452","Jonathan_M._Wainwright_(general)","160691","","24160","20170306163240"
"453","Quintus_Sertorius","160716","","10202","20170312060326"
"454","Guillaume_Brune","161131","","4849","20170311084702"
"455","Barthélemy_Catherine_Joubert","161132","","5861","20170306163240"
"456","Shahrbaraz","161354","","23889","20170312060326"
"457","Lyman_Bostock","161403","","12781","20170311033503"
"458","Antiochus_VII_Sidetes","161678","","5907","20170307075321"
"459","Ladislaus_IV_of_Hungary","161738","","30487","20170313051314"
"460","Paul-Émile_Janson","162384","","5599","20170306164134"
"461","Robert_Capa","162711","","34252","20170312144333"
"462","Pierre_Harmel","162958","","8961","20170312060326"
"463","Rafael_Trujillo","163286","","55667","20170311233308"
"464","Milan_Šufflay","163288","","13161","20170310215056"
"465","Walther_Rathenau","164073","","36414","20170312043806"
"466","Grand_Duke_Michael_Alexandrovich_of_Russia","164382","","62342","20170313093814"
"467","Lauri_Törni","164621","","31871","20170311204924"
"468","Thomas_Overbury","164908","","15900","20170306164948"
"469","Eduardo_Frei_Montalva","164999","","29254","20170312060441"
"470","Nacht_und_Nebel","165480","","24898","20170311090308"
"471","Henriette_Roosenburg","165482","","5016","20160904041345"
"472","Thomas_Sankara","165553","","43771","20170312231019"
"473","Stanley_Ketchel","165967","","33087","20170311172632"
"474","Georgi_Markov","166992","","18877","20170311205342"
"475","Archimedes_Palimpsest","167417","","27023","20170312060443"
"476","Sal_Mineo","167656","","28337","20170310215251"
"477","Antiochus_XII_Dionysus","167788","","3782","20170307075321"
"478","Ricky_Byrdsong","168228","","5926","20170311033503"
"479","Pier_Paolo_Pasolini","168255","","54514","20170306165630"
"480","Dian_Fossey","168280","","46423","20170313100152"
"481","Denholm_Elliott","168307","","20232","20170312135810"
"482","Antiochus_IX_Cyzicenus","168371","","5324","20170307075321"
"483","Salvador_(film)","168583","","6816","20170306165928"
"484","Death_of_JonBenét_Ramsey","168926","","73059","20170306165933"
"485","Mountain_Meadows_massacre","170807","","96216","20170310215252"
"486","Raymond_Duchamp-Villon","170821","","7641","20170306170243"
"487","Minamoto_no_Yoshinaka","171638","","5832","20170312154734"
"488","Raoul_Wallenberg","171653","","95798","20170310215259"
"489","Léopold_Sédar_Senghor","172067","","29206","20170310231151"
"490","Luis_Vigoreaux","172135","","9186","20170306170430"
"491","Eleoncio_Mercedes","172561","","5783","20170311172632"
"492","King_Tubby","172847","","13899","20170306170642"
"493","Joannes","173029","","6765","20170307075321"
"494","François_Darlan","173342","","16791","20170311084707"
"495","Franz_Marc","173668","","14031","20170312072958"
"496","Ernie_Pyle","173749","","23650","20170308010608"
"497","Rosa_Luxemburg","173758","","67736","20170310215349"
"498","Hara_Takashi","174131","","13603","20170312061346"
"499","Takahashi_Korekiyo","174133","","14772","20170312061434"
"500","Osachi_Hamaguchi","174142","","11692","20170312061716"
